Symbol,Price,Type,Strike,DTE,"Exp Date",Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
$IUXX,6669.64,Put,5880.00,3,01/18/19,0.05,0.33,0.60,1.13,10,15,0.67,51.83%,01/11/19
$IUXX,6669.64,Put,6850.00,3,01/18/19,178.20,186.7,195.20,176.62,3,38,0.08,11.11%,01/15/19
$IUXX,6669.64,Call,6625.00,59,03/15/19,257.60,259.8,262.00,261.55,21,362,0.06,20.76%,01/15/19
$IUXX,6669.64,Call,7325.00,59,03/15/19,15.00,15.75,16.50,15.70,1,9,0.11,15.65%,01/15/19
$IUXX,6669.64,Put,6075.00,3,01/18/19,0.00,0.35,0.70,0.97,57,62,0.92,0.00%,01/14/19
$IUXX,6669.64,Call,6975.00,31,02/15/19,36.20,37.35,38.50,37.25,1,19,0.05,17.04%,01/15/19
$IUXX,6669.64,Call,7425.00,3,01/18/19,0.00,0.28,0.55,0.25,6,126,0.05,0.00%,01/10/19
$IUXX,6669.64,Put,6900.00,59,03/15/19,336.30,339.55,342.80,405.20,90,393,0.23,21.02%,01/09/19
$IUXX,6669.64,Put,5875.00,31,02/15/19,20.10,21,21.90,25.20,2,40,0.05,33.14%,01/15/19
$IUXX,6669.64,Put,5175.00,31,02/15/19,2.40,3,3.60,3.10,1,7,0.14,39.58%,01/15/19
$IUXX,6669.64,Put,7100.00,3,01/18/19,425.10,434.45,443.80,543.03,2,152,0.01,42.42%,01/14/19
$IUXX,6669.64,Put,7275.00,31,02/15/19,599.40,606.75,614.10,606.72,2,2,1,22.16%,01/15/19
$IUXX,6669.64,Put,4600.00,31,02/15/19,0.15,0.53,0.90,0.90,1,50,0.02,45.55%,01/11/19
$IUXX,6669.64,Put,6025.00,31,02/15/19,30.50,31.75,33.00,32.60,12,12,1,30.30%,01/15/19
$IUXX,6669.64,Put,5225.00,31,02/15/19,2.80,3.4,4.00,3.50,2,36,0.06,38.92%,01/15/19
$IUXX,6669.64,Put,5150.00,59,03/15/19,10.40,11.2,12.00,11.13,2,5,0.4,35.82%,01/15/19
$IUXX,6669.64,Put,6500.00,59,03/15/19,165.80,167.55,169.30,169.17,255,206,1.24,24.46%,01/15/19
$IUXX,6669.64,Put,6425.00,3,01/18/19,2.80,3.75,4.70,5.20,13,21,0.62,28.16%,01/15/19
$IUXX,6669.64,Call,7625.00,59,03/15/19,2.75,3.33,3.90,2.85,7,22,0.32,15.29%,01/15/19
$IUXX,6669.64,Put,6250.00,31,02/15/19,55.50,56.9,58.30,63.51,1,89,0.01,28.63%,01/15/19
$IUXX,6669.64,Call,6500.00,31,02/15/19,275.60,279.45,283.30,253.80,10,212,0.05,18.50%,01/15/19
$IUXX,6669.64,Call,6360.00,3,01/18/19,301.40,307.4,313.40,219.45,1,5,0.2,0.00%,01/15/19
$IUXX,6669.64,Call,6425.00,59,03/15/19,391.80,395.15,398.50,396.55,1,8,0.13,22.23%,01/15/19
$IUXX,6669.64,Call,6900.00,3,01/18/19,0.40,1,1.60,1.60,1,194,0.01,20.20%,01/15/19
$IUXX,6669.64,Put,5400.00,59,03/15/19,18.40,19.35,20.30,30.50,37,43,0.86,33.81%,01/14/19
$IUXX,6669.64,Call,8350.00,31,02/15/19,0.00,0.08,0.15,0.10,1,21,0.05,23.90%,01/15/19
$IUXX,6669.64,Call,6650.00,59,03/15/19,241.90,244.45,247.00,243.00,155,125,1.24,20.25%,01/15/19
$IUXX,6669.64,Put,6050.00,3,01/18/19,0.00,0.35,0.70,2.02,11,35,0.31,0.00%,01/11/19
$IUXX,6669.64,Put,6150.00,31,02/15/19,42.50,43.95,45.40,48.74,35,41,0.85,29.63%,01/15/19
$ONE,1157.45,Put,985.00,3,01/18/19,0.00,0.15,0.30,0.15,80,80,1,0.00%,01/09/19
$ONE,1157.45,Call,1180.00,31,02/15/19,7.90,8.8,9.70,7.10,81,82,0.99,12.36%,01/14/19
$ONE,1157.45,Put,1070.00,3,01/18/19,0.00,0.18,0.35,1.15,14,185,0.08,0.00%,01/09/19
$ONE,1157.45,Put,1055.00,3,01/18/19,0.00,0.18,0.35,0.75,1,6,0.17,0.00%,01/10/19
$ONE,1157.45,Put,1150.00,31,02/15/19,18.70,19.7,20.70,20.60,3,0,0,19.02%,01/15/19
$ONE,1157.45,Put,1115.00,3,01/18/19,0.10,0.45,0.80,0.75,11,2,5.5,27.01%,01/15/19
$ONE,1157.45,Put,1080.00,31,02/15/19,5.00,5.65,6.30,9.70,1,6,0.17,23.31%,01/09/19
$ONE,1157.45,Put,1035.00,3,01/18/19,0.00,0.15,0.30,0.65,5,6,0.83,0.00%,01/10/19
$ONE,1157.45,Put,1115.00,31,02/15/19,9.50,10.25,11.00,16.65,5,5,1,20.55%,01/14/19
$ONE,1157.45,Put,1090.00,3,01/18/19,0.00,0.18,0.35,0.35,6,148,0.04,0.00%,01/14/19
$ONE,1157.45,Call,1190.00,3,01/18/19,0.00,0.25,0.50,1.00,20,155,0.13,0.00%,01/09/19
$ONE,1157.45,Put,1045.00,3,01/18/19,0.00,0.15,0.30,0.60,5,5,1,0.00%,01/10/19
$ONE,1157.45,Put,1145.00,31,02/15/19,17.00,17.9,18.80,18.90,8,8,1,19.37%,01/15/19
$ONE,1157.45,Put,1150.00,3,01/18/19,4.30,5,5.70,4.60,23,13,1.77,18.87%,01/15/19
$ONE,1157.45,Put,1075.00,3,01/18/19,0.00,0.18,0.35,1.10,12,84,0.14,0.00%,01/09/19
$ONE,1157.45,Put,1000.00,31,02/15/19,1.15,1.73,2.30,2.10,1,81,0.01,30.06%,01/14/19
$ONE,1157.45,Put,1145.00,3,01/18/19,2.85,3.48,4.10,3.00,21,18,1.17,18.65%,01/15/19
$ONE,1157.45,Put,1080.00,3,01/18/19,0.00,0.18,0.35,0.15,6,116,0.05,34.19%,01/15/19
$ONE,1157.45,Call,1180.00,3,01/18/19,0.25,0.6,0.95,1.00,1,94,0.01,15.11%,01/11/19
$ONE,1157.45,Call,1150.00,31,02/15/19,23.30,24.55,25.80,26.15,4,4,1,14.09%,01/09/19
$ONE,1157.45,Put,900.00,3,01/18/19,0.00,0.13,0.25,0.05,1,30,0.03,0.00%,01/11/19
$ONE,1157.45,Put,1110.00,3,01/18/19,0.00,0.33,0.65,0.60,12,66,0.18,28.18%,01/15/19
$ONE,1157.45,Put,1130.00,3,01/18/19,0.80,1.23,1.65,1.30,62,51,1.22,22.31%,01/15/19
$ONE,1157.45,Put,845.00,3,01/18/19,0.00,0.13,0.25,0.05,1,89,0.01,0.00%,01/10/19
$ONE,1157.45,Put,1160.00,3,01/18/19,8.80,9.7,10.60,9.30,8,88,0.09,19.38%,01/15/19
$ONE,1157.45,Call,1205.00,59,03/15/19,7.20,8.05,8.90,7.80,1,0,0,12.08%,01/15/19
$ONE,1157.45,Call,1215.00,31,02/15/19,1.30,1.65,2.00,1.60,80,100,0.8,11.59%,01/15/19
$ONE,1157.45,Put,960.00,3,01/18/19,0.00,0.13,0.25,0.05,2,202,0.01,0.00%,01/11/19
$ONE,1157.45,Put,1165.00,31,02/15/19,25.20,26.35,27.50,33.90,1,2,0.5,17.82%,01/10/19
$ONE,1157.45,Call,1140.00,3,01/18/19,16.70,17.95,19.20,17.00,1,51,0.02,1.44%,01/15/19
$ONE,1157.45,Put,1095.00,3,01/18/19,0.00,0.25,0.50,1.15,3,3,1,0.00%,01/14/19
$ONE,1157.45,Call,1100.00,3,01/18/19,56.50,57.45,58.40,59.10,41,64,0.64,39.38%,01/15/19
$ONE,1157.45,Put,950.00,31,02/15/19,0.45,0.88,1.30,1.45,40,40,1,34.25%,01/10/19
$ONE,1157.45,Call,1175.00,3,01/18/19,0.55,0.98,1.40,1.34,5,97,0.05,15.94%,01/15/19
$ONE,1157.45,Put,1120.00,31,02/15/19,10.50,11.25,12.00,12.80,5,23,0.22,21.60%,01/15/19
$ONE,1157.45,Put,1010.00,31,02/15/19,1.40,2,2.60,2.35,1,7,0.14,29.26%,01/14/19
$ONE,1157.45,Call,1160.00,3,01/18/19,3.90,4.7,5.50,3.50,52,282,0.18,10.83%,01/15/19
$ONE,1157.45,Call,1185.00,3,01/18/19,0.10,0.35,0.60,0.50,20,107,0.19,16.87%,01/15/19
$ONE,1157.45,Call,1100.00,59,03/15/19,68.90,70.7,72.50,72.00,1,0,0,17.12%,01/15/19
$ONE,1157.45,Put,1085.00,3,01/18/19,0.00,0.2,0.40,0.60,40,116,0.34,0.00%,01/11/19
$ONE,1157.45,Call,1200.00,3,01/18/19,0.00,0.18,0.35,0.30,4,123,0.03,0.00%,01/14/19
$ONE,1157.45,Put,1020.00,31,02/15/19,1.65,2.25,2.85,1.75,80,5,16,26.83%,01/15/19
$ONE,1157.45,Put,1120.00,3,01/18/19,0.40,0.7,1.00,0.63,31,113,0.27,23.54%,01/15/19
$ONE,1157.45,Call,1130.00,31,02/15/19,37.50,38.9,40.30,35.00,1,2,0.5,15.19%,01/11/19
$ONE,1157.45,Put,1160.00,31,02/15/19,22.80,23.9,25.00,37.80,1,1,1,17.94%,01/10/19
$ONE,1157.45,Call,1220.00,31,02/15/19,0.95,1.28,1.60,1.20,16,160,0.1,11.53%,01/15/19
$ONE,1157.45,Put,1105.00,3,01/18/19,0.00,0.33,0.65,1.81,2,29,0.07,0.00%,01/11/19
$ONE,1157.45,Put,1000.00,3,01/18/19,0.00,0.05,0.10,0.05,49,188,0.26,58.58%,01/15/19
$ONE,1157.45,Put,1100.00,3,01/18/19,0.25,0.4,0.55,0.35,15,150,0.1,29.91%,01/15/19
$ONE,1157.45,Put,1170.00,59,03/15/19,36.00,37.4,38.80,46.70,1,1,1,18.21%,01/10/19
$ONE,1157.45,Call,1140.00,31,02/15/19,30.10,31.4,32.70,32.10,5,12,0.42,14.64%,01/09/19
$ONE,1157.45,Call,1145.00,3,01/18/19,12.80,13.9,15.00,14.90,22,38,0.58,16.07%,01/15/19
$ONE,1157.45,Put,980.00,31,02/15/19,0.80,1.3,1.80,1.25,10,10,1,31.70%,01/11/19
$ONE,1157.45,Put,1175.00,59,03/15/19,38.50,40,41.50,50.00,1,47,0.02,18.12%,01/14/19
$ONE,1157.45,Put,1145.00,59,03/15/19,25.50,26.7,27.90,38.60,2,2,1,19.01%,01/09/19
$ONE,1157.45,Call,1110.00,3,01/18/19,46.50,47.45,48.40,43.00,80,882,0.09,13.20%,01/09/19
$ONE,1157.45,Put,1125.00,3,01/18/19,0.55,0.9,1.25,0.96,50,14,3.57,23.25%,01/15/19
$ONE,1157.45,Put,1050.00,31,02/15/19,2.85,3.53,4.20,5.00,80,80,1,25.79%,01/11/19
$ONE,1157.45,Call,1155.00,3,01/18/19,6.30,7.1,7.90,8.10,377,28,13.46,15.88%,01/15/19
$ONE,1157.45,Call,1200.00,31,02/15/19,0.00,4.3,8.60,3.55,80,131,0.61,0.00%,01/11/19
$ONE,1157.45,Put,1130.00,31,02/15/19,12.70,13.5,14.30,13.40,2,2,1,19.43%,01/15/19
$ONE,1157.45,Call,1165.00,3,01/18/19,2.20,2.85,3.50,4.40,1,88,0.01,17.80%,01/15/19
$ONE,1157.45,Put,1155.00,3,01/18/19,6.30,7.05,7.80,6.50,2,1,2,18.64%,01/15/19
$ONE,1157.45,Put,1060.00,3,01/18/19,0.00,0.18,0.35,0.20,2,13,0.15,0.00%,01/11/19
$ONE,1157.45,Put,1135.00,31,02/15/19,13.90,14.8,15.70,29.10,2,2,1,19.17%,01/10/19
$ONE,1157.45,Put,880.00,3,01/18/19,0.00,0.13,0.25,0.05,3,109,0.03,0.00%,01/11/19
$ONE,1157.45,Call,1150.00,3,01/18/19,9.30,10.35,11.40,12.00,40,127,0.31,17.99%,01/15/19
$ONE,1157.45,Put,960.00,31,02/15/19,0.55,0.98,1.40,0.80,49,146,0.34,33.28%,01/14/19
$ONE,1157.45,Call,1170.00,3,01/18/19,1.25,1.7,2.15,2.20,110,142,0.77,15.67%,01/15/19
$ONE,1157.45,Put,990.00,3,01/18/19,0.00,0.15,0.30,0.15,80,86,0.93,0.00%,01/10/19
$ONE,1157.45,Call,1105.00,3,01/18/19,51.50,52.45,53.40,50.00,2,19,0.11,10.02%,01/09/19
$ONE,1157.45,Call,1145.00,31,02/15/19,26.60,27.85,29.10,29.05,5,9,0.56,15.28%,01/15/19
$ONE,1157.45,Put,1060.00,59,03/15/19,7.90,8.8,9.70,12.40,1,10,0.1,23.34%,01/09/19
$ONE,1157.45,Call,1130.00,3,01/18/19,26.20,27.45,28.70,23.00,3,50,0.06,8.18%,01/11/19
$ONE,1157.45,Call,1115.00,3,01/18/19,41.50,42.45,43.40,39.30,1,1,1,14.70%,01/09/19
$ONE,1157.45,Put,1135.00,3,01/18/19,1.25,1.73,2.20,2.50,9,30,0.3,24.18%,01/15/19
$ONE,1157.45,Call,1210.00,3,01/18/19,0.00,0.15,0.30,0.15,80,40,2,0.00%,01/11/19
$ONE,1157.45,Put,970.00,31,02/15/19,0.70,1.15,1.60,1.25,93,93,1,32.61%,01/11/19
$ONE,1157.45,Put,1050.00,3,01/18/19,0.00,0.15,0.30,0.25,4,17,0.24,0.00%,01/14/19
$ONE,1157.45,Put,1140.00,3,01/18/19,2.05,2.53,3.00,2.40,45,72,0.63,20.40%,01/15/19
$ONE,1157.45,Put,1110.00,31,02/15/19,8.60,9.35,10.10,15.35,5,7,0.71,20.89%,01/14/19
$ONE,1157.45,Call,1210.00,31,02/15/19,1.65,2.08,2.50,2.30,80,18,4.44,11.94%,01/15/19
$SPX,2610.3,Call,2855.00,59,03/15/19,1.70,1.83,1.95,1.90,5,104,0.05,11.69%,01/11/19
$SPX,2610.3,Call,2745.00,59,03/15/19,11.00,11.2,11.40,12.50,81,252,0.32,11.70%,01/11/19
$SPX,2610.3,Call,2810.00,59,03/15/19,3.60,3.75,3.90,3.50,44,1640,0.03,11.31%,01/15/19
$SPX,2610.3,Call,2400.00,59,03/15/19,222.40,224.3,226.20,209.21,2,16385,0,12.76%,01/14/19
$SPX,2610.3,Call,2520.00,59,03/15/19,123.20,124.75,126.30,126.02,3,2984,0,14.98%,01/15/19
$SPX,2610.3,Call,2695.00,59,03/15/19,23.80,24,24.20,24.70,133,164,0.81,12.47%,01/15/19
$SPX,2610.3,Put,2655.00,59,03/15/19,88.30,89.65,91.00,103.20,7,3390,0,17.28%,01/11/19
$SPX,2610.3,Call,2880.00,59,03/15/19,1.15,1.28,1.40,1.30,1,111,0.01,11.92%,01/11/19
$SPX,2610.3,Put,2695.00,59,03/15/19,112.10,113.7,115.30,136.25,1,183,0.01,17.08%,01/10/19
$SPX,2610.3,Put,2660.00,59,03/15/19,91.00,92.35,93.70,89.95,11,2789,0,16.64%,01/15/19
$SPX,2610.3,Call,2825.00,59,03/15/19,2.75,2.88,3.00,3.35,20,651,0.03,11.87%,01/15/19
$SPX,2610.3,Call,3500.00,59,03/15/19,0.00,0.08,0.15,0.05,2,7272,0,22.40%,01/15/19
$SPX,2610.3,Put,2600.00,59,03/15/19,63.70,64.15,64.60,61.80,15640,42219,0.37,17.46%,01/15/19
$SPX,2610.3,Call,2845.00,59,03/15/19,1.90,2.03,2.15,2.20,1,770,0,11.52%,01/11/19
$SPX,2610.3,Call,2795.00,59,03/15/19,4.60,4.75,4.90,4.20,2,313,0.01,11.43%,01/14/19
$SPX,2610.3,Call,2715.00,59,03/15/19,17.80,18.05,18.30,19.20,20,226,0.09,12.39%,01/15/19
$SPX,2610.3,Call,2720.00,59,03/15/19,16.50,16.7,16.90,15.45,50,396,0.13,11.58%,01/15/19
$SPX,2610.3,Put,2850.00,59,03/15/19,236.60,245.25,253.90,267.13,2,10323,0,20.93%,01/09/19
$SPX,2610.3,Call,2595.00,59,03/15/19,72.00,72.4,72.80,76.40,28,264,0.11,14.73%,01/15/19
$SPX,2610.3,Call,3000.00,59,03/15/19,0.35,0.43,0.50,0.43,1,438,0,13.93%,01/15/19
$SPX,2610.3,Put,2725.00,59,03/15/19,133.20,135.05,136.90,152.50,35,14765,0,17.25%,01/10/19
$SPX,2610.3,Call,2920.00,59,03/15/19,0.70,0.83,0.95,0.70,2061,2102,0.98,12.52%,01/14/19
$SPX,2610.3,Call,2460.00,59,03/15/19,171.50,173.25,175.00,159.60,1,11,0.09,14.83%,01/09/19
$SPX,2610.3,Call,2565.00,59,03/15/19,90.60,91.95,93.30,91.00,2111,7099,0.3,14.12%,01/10/19
$SPX,2610.3,Call,2725.00,59,03/15/19,14.90,15.2,15.50,16.11,217,27706,0.01,12.12%,01/15/19
$SPX,2610.3,Call,3050.00,59,03/15/19,0.20,0.3,0.40,0.32,18,13280,0,14.89%,01/15/19
$SPX,2610.3,Call,2625.00,59,03/15/19,54.50,54.85,55.20,49.68,17,193,0.09,13.31%,01/14/19
$SPX,2610.3,Put,2540.00,59,03/15/19,45.30,45.6,45.90,43.40,96,38,2.53,18.92%,01/15/19
$SPX,2610.3,Call,2925.00,59,03/15/19,0.65,0.78,0.90,0.80,2,13615,0,12.63%,01/15/19
$SPX,2610.3,Put,2570.00,59,03/15/19,53.90,54.2,54.50,52.52,69,193,0.36,18.37%,01/15/19
$SPX,2610.3,Call,2430.00,59,03/15/19,196.70,198.6,200.50,182.90,1,55,0.02,14.39%,01/10/19
$SPX,2610.3,Put,2710.00,59,03/15/19,122.50,124.25,126.00,141.80,2,60,0.03,17.19%,01/10/19
$SPX,2610.3,Call,2815.00,59,03/15/19,3.10,3.3,3.50,3.55,131,3174,0.04,11.57%,01/15/19
$SPX,2610.3,Call,2700.00,59,03/15/19,22.10,22.35,22.60,22.40,203,871,0.23,12.22%,01/15/19
$SPX,2610.3,Put,2730.00,59,03/15/19,132.30,137.95,143.60,161.80,3,599,0.01,17.06%,01/09/19
$SPX,2610.3,Put,2545.00,59,03/15/19,46.60,46.9,47.20,45.30,16,144,0.11,18.95%,01/15/19
$SPX,2610.3,Put,2575.00,59,03/15/19,55.40,55.75,56.10,56.87,37,182,0.2,18.94%,01/15/19
$SPX,2610.3,Call,2860.00,59,03/15/19,1.60,1.7,1.80,1.80,1,341,0,11.74%,01/11/19
$SPX,2610.3,Put,2630.00,59,03/15/19,76.30,76.85,77.40,75.82,60,4276,0.01,17.28%,01/15/19
$SPX,2610.3,Put,2720.00,59,03/15/19,129.40,131.25,133.10,157.90,17,147,0.12,17.19%,01/10/19
$SPX,2610.3,Call,2590.00,59,03/15/19,75.20,75.55,75.90,73.40,5,156,0.03,13.29%,01/15/19
$SPX,2610.3,Put,2495.00,59,03/15/19,34.60,34.9,35.20,45.40,2,10502,0,20.50%,01/14/19
$SPX,2610.3,Put,2900.00,59,03/15/19,286.20,294.85,303.50,290.68,1,91,0.01,21.88%,01/15/19
$SPX,2610.3,Call,2665.00,59,03/15/19,34.60,35,35.40,33.78,2,2426,0,12.31%,01/15/19
$SPX,2610.3,Call,2455.00,59,03/15/19,175.30,177.05,178.80,174.05,35,6827,0.01,13.12%,01/15/19
$SPX,2610.3,Call,2525.00,59,03/15/19,119.50,121,122.50,116.25,24,11711,0,13.11%,01/15/19
$SPX,2610.3,Put,1000.00,59,03/15/19,0.05,0.13,0.20,0.10,20,724,0.03,75.65%,01/15/19
$SPX,2610.3,Put,2890.00,59,03/15/19,275.70,284.3,292.90,305.95,9,546,0.02,22.84%,01/14/19
$SPX,2610.3,Call,2575.00,59,03/15/19,84.50,85,85.50,87.80,1742,41145,0.04,14.66%,01/15/19
$SPX,2610.3,Put,2460.00,59,03/15/19,28.70,29,29.30,40.73,8,140,0.06,21.51%,01/09/19
$SPX,2610.3,Call,2975.00,59,03/15/19,0.40,0.5,0.60,0.28,2,4756,0,13.42%,01/14/19
$SPX,2610.3,Put,2525.00,59,03/15/19,41.50,41.8,42.10,41.65,2,110,0.02,19.81%,01/15/19
$SPX,2610.3,Call,2775.00,59,03/15/19,6.40,6.6,6.80,7.05,244,13859,0.02,11.65%,01/15/19
$SPX,2610.3,Put,2485.00,59,03/15/19,32.60,32.95,33.30,31.40,2,10152,0,20.27%,01/15/19
$SPX,2610.3,Put,2610.00,59,03/15/19,67.60,68.1,68.60,66.00,11496,3734,3.08,17.34%,01/15/19
$SPX,2610.3,Call,2535.00,59,03/15/19,113.20,113.6,114.00,115.70,9,237,0.04,15.11%,01/15/19
$SPX,2610.3,Call,2490.00,59,03/15/19,148.10,148.5,148.90,148.60,1,58,0.02,14.85%,01/15/19
$SPX,2610.3,Put,2580.00,59,03/15/19,57.10,57.45,57.80,57.30,8,48,0.17,18.53%,01/15/19
$SPX,2610.3,Call,2805.00,59,03/15/19,3.70,3.9,4.10,4.00,3,135,0.02,11.43%,01/15/19
$SPX,2610.3,Call,2710.00,59,03/15/19,18.80,19.1,19.40,20.18,21,287,0.07,12.32%,01/15/19
$SPX,2610.3,Call,3200.00,59,03/15/19,0.05,0.15,0.25,0.10,3,12716,0,17.59%,01/11/19
$SPX,2610.3,Put,2465.00,59,03/15/19,29.10,29.45,29.80,29.83,1,8806,0,21.38%,01/15/19
$SPX,2610.3,Call,2300.00,59,03/15/19,313.20,315.3,317.40,310.25,2,13,0.15,7.38%,01/15/19
$SPX,2610.3,Call,2680.00,59,03/15/19,28.60,28.95,29.30,27.60,5,1025,0,12.04%,01/15/19
$SPX,2610.3,Call,2615.00,59,03/15/19,60.10,60.45,60.80,59.60,1,94,0.01,13.26%,01/15/19
$SPX,2610.3,Call,2765.00,59,03/15/19,7.80,8,8.20,8.50,26,99,0.26,11.77%,01/15/19
$SPX,2610.3,Put,2740.00,59,03/15/19,144.80,146.75,148.70,173.00,2,171,0.01,17.47%,01/09/19
$SPX,2610.3,Call,2515.00,59,03/15/19,127.10,128.65,130.20,131.90,17,6879,0,15.66%,01/15/19
$SPX,2610.3,Call,2580.00,59,03/15/19,81.10,81.65,82.20,82.20,420,15487,0.03,14.01%,01/15/19
$SPX,2610.3,Put,2670.00,59,03/15/19,97.80,98.25,98.70,96.40,1,221,0,16.74%,01/15/19
$SPX,2610.3,Call,2865.00,59,03/15/19,1.50,1.6,1.70,1.25,2,160,0.01,11.81%,01/14/19
$SPX,2610.3,Call,2830.00,59,03/15/19,2.55,2.65,2.75,2.25,21,157,0.13,11.51%,01/14/19
$SPX,2610.3,Call,2905.00,59,03/15/19,0.90,1,1.10,1.15,1540,600,2.57,12.35%,01/10/19
$SPX,2610.3,Put,2795.00,59,03/15/19,186.80,193.25,199.70,217.40,2,73,0.03,18.64%,01/11/19
$SPX,2610.3,Put,2800.00,59,03/15/19,196.60,198.8,201.00,212.16,7,34,0.21,19.14%,01/11/19
$SPX,2610.3,Call,2470.00,59,03/15/19,162.90,164.6,166.30,158.55,32,10718,0,11.92%,01/15/19
$SPX,2610.3,Call,2555.00,59,03/15/19,98.70,99.1,99.50,99.10,3,133,0.02,14.29%,01/15/19
$SPX,2610.3,Call,2645.00,59,03/15/19,43.70,44.1,44.50,42.00,3,2010,0,12.40%,01/15/19
$SPX,2610.3,Call,2500.00,59,03/15/19,140.10,140.55,141.00,137.50,2,1012,0,13.73%,01/15/19
$SPX,2610.3,Put,2620.00,59,03/15/19,71.80,72.3,72.80,77.45,49,1138,0.04,18.90%,01/15/19
$SPX,2610.3,Call,2990.00,59,03/15/19,0.35,0.45,0.55,0.39,4,177,0.02,13.70%,01/11/19
$SPX,2610.3,Call,2885.00,59,03/15/19,1.15,1.25,1.35,1.24,2,43,0.05,12.06%,01/11/19
$SPX,2610.3,Call,2505.00,59,03/15/19,136.20,136.6,137.00,134.80,1,91,0.01,14.76%,01/10/19
$SPX,2610.3,Call,2100.00,59,03/15/19,500.20,508,515.80,513.20,2,6219,0,0.00%,01/15/19
$SPX,2610.3,Call,2755.00,59,03/15/19,9.30,9.5,9.70,10.10,70,841,0.08,11.87%,01/15/19
$SPX,2610.3,Put,2705.00,59,03/15/19,118.80,120.5,122.20,142.70,23,68,0.34,17.10%,01/09/19
$SPX,2610.3,Call,2900.00,59,03/15/19,0.95,1.05,1.15,1.20,10,4125,0,12.53%,01/15/19
$SPX,2610.3,Call,2540.00,59,03/15/19,109.60,110,110.40,109.90,2,22,0.09,14.45%,01/15/19
$SPX,2610.3,Put,2515.00,59,03/15/19,38.70,39.05,39.40,37.10,1,6996,0,19.43%,01/15/19
$SPX,2610.3,Put,2605.00,59,03/15/19,65.60,66.1,66.60,62.50,6727,3844,1.75,17.07%,01/15/19
$SPX,2610.3,Call,2335.00,59,03/15/19,276.10,284.1,292.10,264.50,1,2,0.5,6.66%,01/14/19
$SPX,2610.3,Put,2565.00,59,03/15/19,51.70,52.15,52.60,68.17,1,7544,0,18.78%,01/14/19
$SPX,2610.3,Call,3075.00,59,03/15/19,0.20,0.28,0.35,0.19,2,151,0.01,15.34%,01/09/19
$SPX,2610.3,Put,2590.00,59,03/15/19,60.00,60.45,60.90,59.97,191,12567,0.02,18.12%,01/15/19
$SPX,2610.3,Put,2735.00,59,03/15/19,141.00,142.95,144.90,156.84,7,15,0.47,17.43%,01/11/19
$SPX,2610.3,Call,2740.00,59,03/15/19,11.90,12.15,12.40,13.10,87,113,0.77,12.08%,01/15/19
$SPX,2610.3,Put,2520.00,59,03/15/19,39.90,40.25,40.60,41.05,31,5228,0.01,20.09%,01/15/19
$SPX,2610.3,Call,3150.00,59,03/15/19,0.10,0.2,0.30,0.16,4,16692,0,16.44%,01/15/19
$SPX,2610.3,Put,2750.00,59,03/15/19,152.80,154.85,156.90,155.47,4,28050,0,17.83%,01/15/19
$SPX,2610.3,Call,2685.00,59,03/15/19,27.20,27.45,27.70,25.10,93,252,0.37,12.41%,01/14/19
$SPX,2610.3,Put,2685.00,59,03/15/19,107.00,107.4,107.80,109.80,5,23,0.22,17.74%,01/15/19
$SPX,2610.3,Put,2745.00,59,03/15/19,148.70,150.7,152.70,151.42,4,90,0.04,17.74%,01/15/19
$SPX,2610.3,Call,2450.00,59,03/15/19,179.50,181.3,183.10,187.00,200,13410,0.01,17.10%,01/15/19
$SPX,2610.3,Call,2690.00,59,03/15/19,25.00,25.35,25.70,24.30,1,5138,0,11.97%,01/15/19
$SPX,2610.3,Put,2700.00,59,03/15/19,116.80,117.25,117.70,142.30,2,158,0.01,17.14%,01/11/19
$SPX,2610.3,Call,2570.00,59,03/15/19,88.30,88.7,89.10,90.30,8,301,0.03,14.51%,01/15/19
$SPX,2610.3,Call,2770.00,59,03/15/19,7.00,7.2,7.40,7.40,10,252,0.04,11.55%,01/15/19
$SPX,2610.3,Put,2585.00,59,03/15/19,58.20,58.65,59.10,63.20,1429,14831,0.1,19.45%,01/15/19
$SPX,2610.3,Call,3010.00,59,03/15/19,0.30,0.4,0.50,0.30,3,112,0.03,14.11%,01/11/19
$SPX,2610.3,Put,3000.00,59,03/15/19,384.30,393.3,402.30,414.72,4,5,0.8,28.23%,01/14/19
$SPX,2610.3,Put,2490.00,59,03/15/19,33.60,33.95,34.30,33.52,25,9897,0,20.50%,01/15/19
$SPX,2610.3,Put,2785.00,59,03/15/19,182.90,185.1,187.30,210.80,4,34,0.12,18.59%,01/14/19
$SPX,2610.3,Call,2655.00,59,03/15/19,39.40,39.75,40.10,41.90,44,173,0.25,13.37%,01/15/19
$SPX,2610.3,Call,2355.00,59,03/15/19,262.50,264.5,266.50,243.87,1,3342,0,8.12%,01/14/19
$SPX,2610.3,Call,2870.00,59,03/15/19,1.35,1.45,1.55,1.25,5,4165,0,11.80%,01/14/19
$SPX,2610.3,Put,2505.00,59,03/15/19,37.10,37.4,37.70,35.30,46,130,0.35,19.77%,01/15/19
$SPX,2610.3,Call,2850.00,59,03/15/19,1.85,1.95,2.05,1.57,7,531,0.01,11.64%,01/14/19
$SPX,2610.3,Call,2785.00,59,03/15/19,5.50,5.7,5.90,5.55,4,171,0.02,11.40%,01/15/19
