Symbol,Price,Type,Strike,DTE,"Exp Date",Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
$SPX,2610.3,Call,2480.00,59,03/15/19,154.70,156.4,158.10,149.45,32,8860,0,11.76%,01/15/19
$SPX,2610.3,Put,2790.00,59,03/15/19,187.40,189.6,191.80,203.33,70,235,0.3,22.94%,01/15/19
$SPX,2610.3,Call,2200.00,59,03/15/19,403.30,411.3,419.30,379.24,1,548,0,0.00%,01/14/19
$SPX,2610.3,Put,2480.00,59,03/15/19,32.20,32.5,32.80,31.68,6,442,0.01,20.76%,01/15/19
$SPX,2610.3,Call,2550.00,59,03/15/19,101.10,102.55,104.00,104.29,21,21490,0,14.79%,01/15/19
$SPX,2610.3,Call,2930.00,59,03/15/19,0.65,0.75,0.85,1.05,1,250,0,12.68%,01/09/19
$SPX,2610.3,Call,2835.00,59,03/15/19,2.35,2.45,2.55,2.55,1,208,0,11.63%,01/15/19
$SPX,2610.3,Call,2465.00,59,03/15/19,167.30,169.1,170.90,155.90,1,38,0.03,14.86%,01/14/19
$SPX,2610.3,Put,2675.00,59,03/15/19,100.80,101.2,101.60,107.20,2,141,0.01,18.64%,01/15/19
$SPX,2610.3,Put,2475.00,59,03/15/19,30.80,31.15,31.50,31.20,946,27203,0.03,21.02%,01/15/19
$SPX,2610.3,Call,2530.00,59,03/15/19,117.00,117.4,117.80,114.40,2,46,0.04,13.68%,01/15/19
$SPX,2610.3,Call,2820.00,59,03/15/19,2.90,3.05,3.20,2.74,10,1090,0.01,11.16%,01/15/19
$SPX,2610.3,Put,2510.00,59,03/15/19,37.60,37.95,38.30,39.79,5,11120,0,20.62%,01/15/19
$SPX,2610.3,Call,2545.00,59,03/15/19,105.90,106.3,106.70,111.10,1,51,0.02,15.73%,01/15/19
$SPX,2610.3,Put,2820.00,59,03/15/19,209.70,216.15,222.60,211.18,8,48,0.17,17.64%,01/15/19
$SPX,2610.3,Call,2280.00,59,03/15/19,331.80,333.95,336.10,325.78,83,84,0.99,9.73%,01/11/19
$SPX,2610.3,Call,1700.00,59,03/15/19,893.10,902.1,911.10,880.43,1,1,1,0.00%,01/14/19
$SPX,2610.3,Put,2470.00,59,03/15/19,30.00,30.3,30.60,28.92,84,11087,0.01,20.70%,01/15/19
$SPX,2610.3,Call,2910.00,59,03/15/19,0.80,0.9,1.00,0.75,90,611,0.15,12.01%,01/15/19
$SPX,2610.3,Put,2650.00,59,03/15/19,86.80,87.2,87.60,92.10,7,343,0.02,18.56%,01/15/19
$SPX,2610.3,Call,2660.00,59,03/15/19,36.80,37.15,37.50,35.70,5,2868,0,12.32%,01/15/19
$SPX,2610.3,Call,2705.00,59,03/15/19,20.60,20.85,21.10,21.22,1,211,0,12.26%,01/15/19
$SPX,2610.3,Call,2475.00,59,03/15/19,158.80,160.5,162.20,161.01,35,22832,0,14.95%,01/15/19
$SPX,2610.3,Call,2800.00,59,03/15/19,4.20,4.35,4.50,4.46,81,627,0.13,11.49%,01/15/19
$SPX,2610.3,Call,2610.00,59,03/15/19,62.50,63,63.50,65.00,11645,4177,2.79,13.93%,01/15/19
$SPX,2610.3,Put,2690.00,59,03/15/19,108.80,110.4,112.00,136.63,10,281,0.04,17.08%,01/09/19
$SPX,2610.3,Call,2750.00,59,03/15/19,10.10,10.35,10.60,11.10,7,902,0.01,11.96%,01/15/19
$SPX,2610.3,Call,2635.00,59,03/15/19,49.20,49.5,49.80,49.40,15,180,0.08,13.12%,01/15/19
$SPX,2610.3,Put,2560.00,59,03/15/19,50.20,50.65,51.10,49.10,29,13182,0,18.50%,01/15/19
$SPX,2610.3,Put,2770.00,59,03/15/19,169.80,171.9,174.00,191.95,3,9,0.33,18.16%,01/14/19
$SPX,2610.3,Put,2755.00,59,03/15/19,157.10,159.15,161.20,180.40,1,1,1,17.80%,01/14/19
$SPX,2610.3,Put,2595.00,59,03/15/19,62.40,62.75,63.10,75.20,11,112,0.1,18.25%,01/14/19
$SPX,2610.3,Call,2000.00,59,03/15/19,598.90,606.25,613.60,588.34,3,707,0,0.00%,01/14/19
$SPX,2610.3,Put,2645.00,59,03/15/19,84.20,84.6,85.00,83.30,19,52,0.37,17.12%,01/15/19
$SPX,2610.3,Call,2495.00,59,03/15/19,142.70,144.35,146.00,144.33,32,10732,0,14.74%,01/15/19
$SPX,2610.3,Call,2760.00,59,03/15/19,8.30,8.5,8.70,9.10,2,4642,0,11.75%,01/15/19
$SPX,2610.3,Call,2875.00,59,03/15/19,1.30,1.4,1.50,1.20,1,255,0,11.62%,01/15/19
$SPX,2610.3,Call,2670.00,59,03/15/19,32.50,32.9,33.30,28.80,87,2374,0.04,12.54%,01/14/19
$SPX,2610.3,Call,3100.00,59,03/15/19,0.15,0.25,0.35,0.12,4,149,0.03,15.87%,01/09/19
$SPX,2610.3,Put,2625.00,59,03/15/19,74.70,75.05,75.40,75.45,14,208,0.07,17.81%,01/15/19
$SPX,2610.3,Call,2790.00,59,03/15/19,4.90,5.05,5.20,4.55,19,3687,0.01,11.37%,01/14/19
$SPX,2610.3,Call,2840.00,59,03/15/19,2.15,2.28,2.40,2.75,80,538,0.15,11.57%,01/11/19
$SPX,2610.3,Put,2680.00,59,03/15/19,103.80,104.25,104.70,110.80,1,375,0,18.76%,01/15/19
$SPX,2610.3,Put,2830.00,59,03/15/19,221.20,226.5,231.80,243.50,1,2,0.5,20.20%,01/11/19
$SPX,2610.3,Put,2640.00,59,03/15/19,81.00,81.55,82.10,81.07,162,567,0.29,17.25%,01/15/19
$SPX,2610.3,Call,2375.00,59,03/15/19,244.80,246.8,248.80,225.25,6,68,0.09,6.81%,01/14/19
$SPX,2610.3,Put,2555.00,59,03/15/19,49.30,49.65,50.00,47.50,51,143,0.36,18.57%,01/15/19
$SPX,2610.3,Call,2650.00,59,03/15/19,41.80,42.1,42.40,44.00,13,628,0.02,13.38%,01/15/19
$SPX,2610.3,Call,2735.00,59,03/15/19,12.90,13.15,13.40,14.30,27,194,0.14,12.18%,01/15/19
$SPX,2610.3,Call,2605.00,59,03/15/19,65.90,66.3,66.70,69.10,37,117,0.32,13.61%,01/10/19
$SPX,2610.3,Call,2405.00,59,03/15/19,218.30,220.25,222.20,218.00,6,17,0.35,10.63%,01/15/19
$SPX,2610.3,Call,2675.00,59,03/15/19,31.00,31.25,31.50,32.10,18,292,0.06,12.77%,01/15/19
$SPX,2610.3,Call,2630.00,59,03/15/19,51.30,51.75,52.20,46.95,1,4499,0,13.13%,01/14/19
$SPX,2610.3,Call,2585.00,59,03/15/19,78.40,78.75,79.10,76.50,49,144,0.34,13.33%,01/15/19
$SPX,2610.3,Put,2550.00,59,03/15/19,47.40,47.8,48.20,46.63,1853,25008,0.07,18.83%,01/15/19
$SPX,2610.3,Put,2530.00,59,03/15/19,42.70,43,43.30,41.20,6,218,0.03,19.24%,01/15/19
$SPX,2610.3,Call,2640.00,59,03/15/19,46.60,46.95,47.30,45.10,1,167,0.01,12.62%,01/15/19
$SPX,2610.3,Call,2620.00,59,03/15/19,56.80,57.25,57.70,61.18,4,2198,0,14.23%,01/15/19
$SPX,2610.3,Put,2615.00,59,03/15/19,70.30,70.7,71.10,84.30,36,88,0.41,17.88%,01/14/19
$SPX,2610.3,Call,2325.00,59,03/15/19,290.10,292.15,294.20,287.20,2,2,1,9.72%,01/15/19
$SPX,2610.3,Call,2560.00,59,03/15/19,94.00,95.4,96.80,97.46,1,12956,0,14.72%,01/15/19
$SPX,2610.3,Put,2535.00,59,03/15/19,44.00,44.3,44.60,44.45,28,299,0.09,19.66%,01/15/19
$SPX,2610.3,Call,1000.00,59,03/15/19,1589.40,1598.15,1606.90,1603.00,5600,42752,0.13,0.00%,01/15/19
$SPX,2610.3,Call,2955.00,59,03/15/19,0.45,0.58,0.70,0.70,2,6,0.33,13.38%,01/15/19
$SPX,2610.3,Call,2600.00,59,03/15/19,69.00,69.35,69.70,70.60,819,662,1.24,13.99%,01/15/19
$SPX,2610.3,Call,2730.00,59,03/15/19,13.80,14.05,14.30,13.15,4,410,0.01,11.47%,01/15/19
$SPX,2610.3,Put,2665.00,59,03/15/19,95.00,95.4,95.80,91.20,2,89,0.02,16.22%,01/15/19
$SPX,2610.3,Call,2890.00,59,03/15/19,1.05,1.15,1.25,1.70,7,107,0.07,12.08%,01/09/19
$SPX,2610.3,Put,2715.00,59,03/15/19,120.40,126.4,132.40,140.50,1,74,0.01,16.83%,01/11/19
$SPX,2610.3,Call,2780.00,59,03/15/19,5.80,6,6.20,6.50,29,494,0.06,11.64%,01/15/19
$SPX,2610.3,Put,2500.00,59,03/15/19,36.10,36.35,36.60,34.80,84,335,0.25,20.05%,01/15/19
$SPX,2610.3,Put,2825.00,59,03/15/19,216.50,221.55,226.60,228.85,1,5,0.2,22.38%,01/15/19
"Downloaded from Barchart.com as of 01-16-2019 01:03am CST"
