43.000000;0.085168;4.675000
46.000000;0.085168;1.950000
47.000000;0.085168;1.220000
48.000000;0.085168;0.645000
49.000000;0.085168;0.290000
50.000000;0.085168;0.110000
51.000000;0.085168;0.055000
52.000000;0.085168;0.030000
35.000000;0.321123;12.600000
39.000000;0.321123;8.700000
40.000000;0.321123;7.750000
41.000000;0.321123;6.800000
42.000000;0.321123;5.850000
43.000000;0.321123;4.950000
44.000000;0.321123;4.100000
45.000000;0.321123;3.300000
46.000000;0.321123;2.550000
47.000000;0.321123;1.915000
48.000000;0.321123;1.340000
49.000000;0.321123;0.900000
50.000000;0.321123;0.565000
52.500000;0.321123;0.130000
55.000000;0.321123;0.025000
57.500000;0.321123;0.015000
60.000000;0.321123;0.015000
65.000000;0.321123;0.005000
23.000000;0.419437;24.450000
25.000000;0.419437;22.350000
28.000000;0.419437;19.550000
30.000000;0.419437;17.475000
33.000000;0.419437;14.600000
35.000000;0.419437;12.675000
38.000000;0.419437;9.725000
39.000000;0.419437;8.725000
40.000000;0.419437;7.825000
41.000000;0.419437;6.875000
42.000000;0.419437;5.975000
43.000000;0.419437;5.075000
44.000000;0.419437;4.250000
45.000000;0.419437;3.450000
46.000000;0.419437;2.740000
47.000000;0.419437;2.105000
48.000000;0.419437;1.555000
49.000000;0.419437;1.100000
50.000000;0.419437;0.725000
52.500000;0.419437;0.205000
55.000000;0.419437;0.055000
57.500000;0.419437;0.015000
60.000000;0.419437;0.015000
23.000000;1.009325;24.450000
25.000000;1.009325;22.550000
28.000000;1.009325;19.625000
30.000000;1.009325;17.475000
33.000000;1.009325;14.675000
35.000000;1.009325;12.725000
38.000000;1.009325;9.925000
40.000000;1.009325;8.125000
43.000000;1.009325;5.700000
45.000000;1.009325;4.275000
47.000000;1.009325;3.050000
50.000000;1.009325;1.640000
52.500000;1.009325;0.880000
55.000000;1.009325;0.420000
57.500000;1.009325;0.185000
60.000000;1.009325;0.080000
65.000000;1.009325;0.025000
25.000000;2.031797;22.600000
30.000000;2.031797;17.575000
35.000000;2.031797;12.900000
38.000000;2.031797;10.275000
40.000000;2.031797;8.700000
43.000000;2.031797;6.525000
45.000000;2.031797;5.275000
47.000000;2.031797;4.175000
50.000000;2.031797;2.785000
52.500000;2.031797;1.910000
55.000000;2.031797;1.265000
57.500000;2.031797;0.795000
60.000000;2.031797;0.495000
65.000000;2.031797;0.180000
