90.000000;0.498114;20.175000
95.000000;0.498114;15.600000
100.000000;0.498114;11.475000
105.000000;0.498114;7.900000
110.000000;0.498114;4.950000
115.000000;0.498114;2.785000
120.000000;0.498114;1.390000
125.000000;0.498114;0.640000
130.000000;0.498114;0.285000
135.000000;0.498114;0.150000
140.000000;0.498114;0.085000
145.000000;0.498114;0.045000
150.000000;0.498114;0.040000
55.000000;1.009350;53.850000
60.000000;1.009350;48.700000
65.000000;1.009350;44.475000
70.000000;1.009350;39.475000
75.000000;1.009350;34.600000
80.000000;1.009350;29.900000
85.000000;1.009350;25.300000
87.500000;1.009350;23.025000
90.000000;1.009350;20.950000
92.500000;1.009350;18.800000
95.000000;1.009350;16.825000
97.500000;1.009350;14.975000
100.000000;1.009350;13.100000
105.000000;1.009350;9.800000
110.000000;1.009350;7.075000
115.000000;1.009350;4.850000
120.000000;1.009350;3.125000
125.000000;1.009350;1.975000
130.000000;1.009350;1.195000
135.000000;1.009350;0.700000
140.000000;1.009350;0.420000
145.000000;1.009350;0.280000
150.000000;1.009350;0.160000
155.000000;1.009350;0.105000
160.000000;1.009350;0.080000
165.000000;1.009350;0.060000
170.000000;1.009350;0.050000
60.000000;1.441935;49.650000
70.000000;1.441935;39.400000
75.000000;1.441935;34.700000
80.000000;1.441935;30.375000
85.000000;1.441935;25.650000
90.000000;1.441935;21.475000
95.000000;1.441935;17.700000
100.000000;1.441935;14.225000
105.000000;1.441935;11.225000
110.000000;1.441935;8.400000
115.000000;1.441935;6.175000
120.000000;1.441935;4.425000
125.000000;1.441935;3.225000
130.000000;1.441935;2.090000
135.000000;1.441935;1.440000
140.000000;1.441935;0.960000
145.000000;1.441935;0.580000
150.000000;1.441935;0.375000
155.000000;1.441935;0.260000
160.000000;1.441935;0.250000
165.000000;1.441935;0.220000
170.000000;1.441935;0.180000
